ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Ano_Novo,Ano_Novo_lower,Ano_Novo_upper,Black_Friday,Black_Friday_lower,Black_Friday_upper,Carnaval,Carnaval_lower,Carnaval_upper,Criancas,Criancas_lower,Criancas_upper,Cyber_Monday,Cyber_Monday_lower,Cyber_Monday_upper,Dia_dos_Pais,Dia_dos_Pais_lower,Dia_dos_Pais_upper,Independencia,Independencia_lower,Independencia_upper,Labour_Day,Labour_Day_lower,Labour_Day_upper,Namorados,Namorados_lower,Namorados_upper,Natal,Natal_lower,Natal_upper,Pascoa,Pascoa_lower,Pascoa_upper,Tiradentes,Tiradentes_lower,Tiradentes_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,monthly,monthly_lower,monthly_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2018-09-21,40596.16643925948,27678.734378665107,40326.199745829144,40375.54317850986,40811.214665901025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6752.507781136721,-6752.507781136721,-6752.507781136721,0.0,0.0,0.0,-2279.432492278741,-2279.432492278741,-2279.432492278741,-965.6856366708955,-965.6856366708955,-965.6856366708955,-3507.3896521870847,-3507.3896521870847,-3507.3896521870847,0.0,0.0,0.0,33843.65865812276
2018-09-22,40632.242887956665,21815.686380483476,35157.95894772672,40405.82995169524,40853.64217065251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11971.948446466524,-11971.948446466524,-11971.948446466524,0.0,0.0,0.0,-2229.8200209116417,-2229.8200209116417,-2229.8200209116417,-5946.296305797868,-5946.296305797868,-5946.296305797868,-3795.832119757017,-3795.832119757017,-3795.832119757017,0.0,0.0,0.0,28660.294441490143
2018-09-23,40668.31933665385,24229.632889806308,36894.29924408491,40433.87617249875,40894.47858056361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10109.250841686684,-10109.250841686684,-10109.250841686684,0.0,0.0,0.0,-1741.4338336530045,-1741.4338336530045,-1741.4338336530045,-4335.859526201206,-4335.859526201206,-4335.859526201206,-4031.9574818324736,-4031.9574818324736,-4031.9574818324736,0.0,0.0,0.0,30559.068494967163
2018-09-24,40704.39578535104,32066.336503754446,46262.76191411711,40459.65364621146,40939.987743153695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1434.1590351605528,-1434.1590351605528,-1434.1590351605528,0.0,0.0,0.0,-1427.3267526837303,-1427.3267526837303,-1427.3267526837303,4203.539984509488,4203.539984509488,4203.539984509488,-4210.37226698631,-4210.37226698631,-4210.37226698631,0.0,0.0,0.0,39270.23675019048
2018-09-25,40740.472234048226,31877.249363282182,44770.163747169005,40486.150952964534,40978.72862606169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2568.371336703565,-2568.371336703565,-2568.371336703565,0.0,0.0,0.0,-1589.0905747924328,-1589.0905747924328,-1589.0905747924328,3347.8978975234018,3347.8978975234018,3347.8978975234018,-4327.178659434533,-4327.178659434533,-4327.178659434533,0.0,0.0,0.0,38172.10089734466
2018-09-26,40776.5486827454,30733.240698338108,43788.23098756641,40513.674618607016,41019.39669304148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3884.192556718011,-3884.192556718011,-3884.192556718011,0.0,0.0,0.0,-1980.5849502173564,-1980.5849502173564,-1980.5849502173564,2476.467799297349,2476.467799297349,2476.467799297349,-4380.075405798004,-4380.075405798004,-4380.075405798004,0.0,0.0,0.0,36892.35612602739
2018-09-27,40812.62513144259,29172.70241194646,42089.020797610065,40539.842405916206,41064.59259466178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5217.137446646481,-5217.137446646481,-5217.137446646481,0.0,0.0,0.0,-2068.653249637947,-2068.653249637947,-2068.653249637947,1219.9357873505494,1219.9357873505494,1219.9357873505494,-4368.419984359083,-4368.419984359083,-4368.419984359083,0.0,0.0,0.0,35595.487684796106
2018-09-28,40848.70158013977,27632.971564976808,40461.15083734646,40568.281836300856,41110.42378784135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6792.781091738425,-6792.781091738425,-6792.781091738425,0.0,0.0,0.0,-1533.8450836621287,-1533.8450836621287,-1533.8450836621287,-965.6856366826959,-965.6856366826959,-965.6856366826959,-4293.250371393599,-4293.250371393599,-4293.250371393599,0.0,0.0,0.0,34055.920488401345
2018-09-29,40884.778028836954,23526.817849564974,36001.43805238284,40600.138951064764,41157.04438219312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10655.354374526913,-10655.354374526913,-10655.354374526913,0.0,0.0,0.0,-551.7923798029361,-551.7923798029361,-551.7923798029361,-5946.296305799329,-5946.296305799329,-5946.296305799329,-4157.265688924647,-4157.265688924647,-4157.265688924647,0.0,0.0,0.0,30229.42365431004
2018-09-30,40920.854477534136,26084.861270884656,39596.32650085947,40627.81838157139,41198.918750519064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7919.486901104588,-7919.486901104588,-7919.486901104588,0.0,0.0,0.0,381.13861164080845,381.13861164080845,381.13861164080845,-4335.859526206443,-4335.859526206443,-4335.859526206443,-3964.7659865389523,-3964.7659865389523,-3964.7659865389523,0.0,0.0,0.0,33001.36757642955
